name,preset,seed,probe_json,R2_phase_from_Z,R2_phase_mlp_from_Z,phase_shift_ratio,phase_shift_same_parent_dist,phase_shift_same_bucket_dist,phase_shift_n_parent_groups
C1_stats_tcn_50_s0,E4_full,0,logs/frnc_style_v43_v2_confirm_20260511_001550/confirm50_v2_phase_aug/C1_stats_tcn_50_s0/probe.json,0.08914031088352203,-0.14300701022148132,0.17825249136105836,1.0175515764712355,5.706791113159619,
C1_stats_tcn_50_s1,E4_full,1,logs/frnc_style_v43_v2_confirm_20260511_001550/confirm50_v2_phase_aug/C1_stats_tcn_50_s1/probe.json,0.08488692343235016,-0.11833523958921432,0.17815235806764454,1.014674690736085,5.693593056070432,
C1_stats_tcn_50_s2,E4_full,2,logs/frnc_style_v43_v2_confirm_20260511_001550/confirm50_v2_phase_aug/C1_stats_tcn_50_s2/probe.json,0.08099710196256638,-0.09360425174236298,0.18133361937465292,1.0114391117312014,5.577551416254416,
C2_stats_tcn_dual_50_s0,E4_full,0,logs/frnc_style_v43_v2_confirm_20260511_001550/confirm50_v2_phase_aug/C2_stats_tcn_dual_50_s0/probe.json,0.04907210171222687,-0.15174312144517899,0.17795013794153683,1.0181783405445517,5.7195395968416705,
C2_stats_tcn_dual_50_s1,E4_full,1,logs/frnc_style_v43_v2_confirm_20260511_001550/confirm50_v2_phase_aug/C2_stats_tcn_dual_50_s1/probe.json,0.05448149889707565,-0.10821638256311417,0.17903669626378327,1.0124659852758051,5.6529501113921405,
C2_stats_tcn_dual_50_s2,E4_full,2,logs/frnc_style_v43_v2_confirm_20260511_001550/confirm50_v2_phase_aug/C2_stats_tcn_dual_50_s2/probe.json,0.054593369364738464,-0.1897469311952591,0.17862313448568745,1.0135675706426612,5.673932628591546,
